credit.policy,purpose:educational,purpose:major_purchase,purpose:small_business,purpose:home_improvement,purpose:all_other,purpose:credit_card,purpose:debt_consolidation,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1,0,0,0,0,1,0,0,0.1221,263.19,10.8198,7.25,737,4109.96,2140,6,3,0,0,0
1,0,0,0,0,1,0,0,0.0963,192.57,11.1788,9.49,777,3419.96,257,3.6,0,0,0,0
1,0,0,0,0,1,0,0,0.1379,238.53,11.1563,21.53,682,1890.96,8299,58.9,0,0,0,0
1,0,0,0,0,0,0,1,0.0932,325.86,11.5712,0.17,767,4409.96,9943,10.9,0,0,0,0
1,0,0,0,0,0,0,1,0.08,313.37,10.3482,7.62,772,3510,944,19.7,2,0,0,1
1,0,0,0,0,0,0,1,0.1537,139.39,9.99643,1.91,662,2760,370,21.8,1,0,0,0
1,0,0,0,0,0,0,1,0.1189,464.3,10.3735,17.81,737,5790,4577,16.2,2,0,0,0
1,0,0,0,0,0,0,1,0.16,215.34,11.1124,16.25,667,4859.96,5636,49.9,2,1,0,0
1,0,0,0,0,0,0,1,0.1316,202.63,10.7702,20.02,687,3240,18634,70.6,1,0,0,0
1,0,0,0,0,0,1,0,0.1379,115.86,11.0509,20.11,692,3990,18212,56.4,1,0,0,0
1,0,0,0,0,1,0,0,0.0963,115.54,11.3181,0.58,762,1499.96,849,1.9,0,0,0,0
1,1,0,0,0,0,0,0,0.1221,233.21,9.21034,0,717,1334,0,0,2,0,0,0
1,0,0,0,0,1,0,0,0.1253,200.8,10.8967,6.36,742,2790,1510,50.3,1,0,0,0
1,0,0,0,0,1,0,0,0.0737,111.77,10.6454,6.57,772,4529.96,2521,22.1,0,0,0,0
1,0,0,0,0,0,0,1,0.08,238.16,10.4043,12.29,777,8310,1805,8.7,2,0,0,0
1,0,0,0,0,0,0,1,0.0963,481.42,11.2252,24.5,787,6540,5544,11.3,0,0,0,0
1,0,0,0,0,0,0,1,0.1758,790.73,12.216,14.03,667,3540,31008,79.8,3,0,0,1
1,0,0,1,0,0,0,0,0.1221,266.52,10.4631,1.3,732,1652,2722,36.8,2,0,0,0
1,0,0,0,0,0,0,1,0.1189,397.97,11.4615,1.92,742,6904,14989,25,1,0,0,0
1,0,0,0,1,0,0,0,0.1379,340.76,10.4913,12.3,732,8130.96,6729,97.5,1,0,0,1
1,0,0,0,0,0,0,1,0.1474,448.98,10.4631,16.39,677,2790,21124,87.3,3,0,0,0
1,0,0,0,0,1,0,0,0.1568,367.52,11.0021,14.42,677,5490,24151,61.1,3,0,0,0
1,0,0,0,0,0,0,1,0.1316,506.56,10.3417,13.16,757,6450,4923,70.3,2,0,0,0
1,0,0,0,0,0,0,1,0.1411,513.44,11.0509,22.67,702,3150,26803,92.7,0,0,0,0
1,1,0,0,0,0,0,0,0.1284,228.61,9.90349,14.58,687,2249,7783,84.6,0,0,0,0
1,0,0,0,0,0,0,1,0.0932,415.31,11.4076,8.51,782,4230,9957,29.6,0,0,0,0
1,0,0,0,0,1,0,0,0.08,250.69,11.5129,4.32,712,7109.96,5262,28.4,0,1,0,0
1,0,0,1,0,0,0,0,0.1221,533.04,10.9682,7.49,772,3719.96,10144,15.6,0,0,0,0
1,0,0,0,0,1,0,0,0.0963,256.76,10.8396,0.24,792,3389.96,132,6.6,3,0,0,0
1,0,0,1,0,0,0,0,0.1316,515,11.1844,17.68,722,5310,6759,0,3,0,0,0
1,0,0,0,0,0,1,0,0.0932,76.68,10.906,4.69,737,5609.96,2184,72.1,1,0,0,0
1,0,0,0,1,0,0,0,0.1347,508.84,10.6454,14.34,712,4559.96,8644,47,0,0,0,0
1,0,0,0,0,0,1,0,0.0963,102.71,10.6393,19.58,717,8340,6479,38.1,1,0,0,0
1,0,0,0,1,0,0,0,0.08,338.43,11.813,6.82,792,4710,10232,19.1,2,0,0,0
1,0,0,0,0,0,0,1,0.1442,343.83,10.9151,23.41,682,3419.96,20344,86,0,0,0,0
1,0,0,1,0,0,0,0,0.1316,378.23,11.0635,4.25,732,5219.96,8897,19.1,3,0,0,1
1,0,0,0,0,0,1,0,0.1442,469.33,11.0656,22.43,682,3510,34847,68.1,1,1,0,0
1,0,0,0,1,0,0,0,0.1316,324.2,9.9988,16.36,732,4139.96,11246,93.7,0,0,0,0
1,0,0,0,0,0,1,0,0.1379,163.57,11.2561,16.93,677,4980,19146,33.9,3,0,0,0
1,0,0,0,0,1,0,0,0.1253,334.67,11.4076,20.4,762,12210,28872,21.1,1,0,0,0
1,0,0,0,0,1,0,0,0.1189,149.24,10.8722,13.03,722,2729.96,850,14.2,0,1,0,0
1,0,0,0,0,1,0,0,0.0963,449.32,11.2252,1.94,812,3389.96,45050,6.4,0,0,0,0
1,1,0,0,0,0,0,0,0.16,112.51,9.90349,6.3,677,1259.96,1715,39.9,0,0,0,0
1,0,0,0,0,0,1,0,0.08,156.69,10.4341,15.85,767,10170,5748,12.3,0,1,0,0
1,0,0,0,0,1,0,0,0.1189,165.82,10.1163,6.69,717,8489.96,9764,22.7,3,0,0,0
1,0,0,0,0,0,0,1,0.0932,95.85,10.878,11.34,782,5279.96,722,3.2,0,0,0,0
1,0,0,0,0,0,1,0,0.1474,621.67,10.9331,16.33,682,3270,18451,65.2,2,0,0,0
1,1,0,0,0,0,0,0,0.1411,136.92,11.2252,15.63,672,4469.96,6855,53.6,0,0,0,0
1,0,0,0,0,0,1,0,0.1221,346.48,11.3296,13.81,722,3150,17610,76.9,0,0,0,0
1,0,0,0,0,0,1,0,0.1189,58.04,10.8621,2.65,712,8819.96,3002,5.1,3,1,0,0
1,0,0,0,0,0,1,0,0.0932,247.59,11.3022,13.11,757,6090,18540,29.6,0,0,0,0
1,0,0,0,0,0,0,1,0.1758,503.19,11.3621,21.93,662,3570,18991,95,0,0,1,0
1,0,0,0,0,0,0,1,0.1347,165.38,10.5321,21.09,692,3510,10800,54.3,1,0,0,0
1,0,0,0,1,0,0,0,0.1189,464.3,11.5899,11.34,732,3719.96,47016,37.1,0,0,0,0
1,0,0,0,0,0,0,1,0.1347,254.42,11.0821,13.75,722,7140,40310,66.7,1,0,0,0
1,0,0,0,0,1,0,0,0.1347,409.62,11.6354,10.02,707,4169.96,20460,39.8,1,0,0,0
1,0,0,0,1,0,0,0,0.0963,256.76,10.7144,1.28,777,2550,25,0.1,0,0,0,0
1,1,0,0,0,0,0,0,0.1568,87.51,10.3769,23.88,667,1499.96,8072,92.8,1,0,0,1
1,0,0,0,0,0,0,1,0.1726,521.56,12.1007,12.12,677,6961,67579,61,0,1,0,0
1,0,0,0,0,0,1,0,0.1347,271.39,10.5509,12.59,687,3420.96,5545,60.9,3,0,1,1
1,0,0,0,0,0,0,1,0.1347,106.01,10.8198,21.62,682,11430,13427,30,0,0,0,0
1,0,0,0,0,0,0,1,0.1316,324.2,10.4631,16.15,697,4204,14852,79.4,0,0,0,0
1,0,0,0,0,0,1,0,0.0963,481.42,10.6666,10.49,777,6329.96,4963,15.8,0,0,0,0
1,0,0,0,0,1,0,0,0.1379,67.3,11.3326,13.42,677,5579.96,11386,55,2,2,1,0
1,0,0,0,0,0,0,1,0.0932,223.63,10.309,11.8,737,2160,5842,30.9,1,0,0,0
1,0,0,0,0,0,0,1,0.1316,317.44,10.9681,24.31,712,6359.96,23802,59.2,1,0,0,1
1,0,0,1,0,0,0,0,0.1158,594.25,11.4927,5.08,752,3994,7921,14.2,0,0,0,0
1,0,0,0,0,0,1,0,0.1474,55.26,9.21034,18.12,667,1710,5704,80.3,0,0,0,0
1,0,0,0,0,1,0,0,0.0963,224.66,10.779,10.35,757,5519.96,2108,10.9,1,0,0,0
1,0,0,0,0,1,0,0,0.1284,67.24,9.61581,15.28,707,1290,1545,18.6,1,0,0,0
1,0,0,0,0,0,0,1,0.1316,405.25,10.4428,23.06,687,3719.96,5244,27.5,1,1,0,0
1,0,0,0,0,0,1,0,0.0932,383.37,10.8967,6.58,787,5340,5300,31.2,0,0,0,0
1,0,0,0,0,0,0,1,0.1347,678.46,10.6454,19.89,722,4169.96,20563,97,0,0,0,0
1,0,0,0,0,1,0,0,0.0932,95.85,10.7144,17.04,737,4950,2009,14.3,0,0,0,0
1,0,0,0,1,0,0,0,0.1253,167.34,10.878,14.08,707,3809.96,12053,87.3,3,0,0,0
1,0,0,0,1,0,0,0,0.0932,239.61,10.859,22.83,757,5010,1447,6.9,3,0,0,0
1,0,0,0,0,0,1,0,0.0963,417.23,10.9331,6.81,747,3719.96,21456,27.7,1,0,0,0
1,0,0,1,0,0,0,0,0.1095,327.14,11.0821,11.72,737,2766.96,1208,3.5,2,0,0,0
1,0,0,0,0,0,1,0,0.16,878.94,12.0668,15.43,687,5249.96,35010,65.7,1,0,1,0
1,0,0,0,0,0,0,1,0.1379,579.29,10.8198,16,707,3210,17613,76.6,2,0,0,0
1,0,0,1,0,0,0,0,0.16,158.21,10.3735,17.48,672,1320,1404,93.6,3,0,0,0
1,0,0,0,0,0,1,0,0.08,172.35,11.0087,22.45,752,4234,14026,51.4,0,0,0,0
1,0,0,0,0,1,0,0,0.0963,32.1,8.6125,3.71,767,1650,566,8.6,0,0,0,0
1,0,0,0,0,0,0,1,0.1411,616.12,10.9151,14.49,692,2580.96,19976,81.2,2,0,0,0
1,0,0,0,0,1,0,0,0.0963,96.29,10.309,0.68,717,2820,893,38.8,0,0,0,0
1,0,0,0,0,1,0,0,0.1379,170.38,10.7995,0.73,687,8549.96,2987,49.8,0,0,0,0
1,0,0,0,0,1,0,0,0.1189,198.99,11.3737,19.38,727,5609.96,42987,89,1,0,0,1
1,0,0,0,0,0,0,1,0.1726,629.81,11.1772,11.65,667,4799.96,27914,88.6,0,2,0,0
1,0,0,0,0,0,1,0,0.08,101.85,10.5966,10.26,747,7560,18467,30.9,3,0,0,0
1,0,0,0,0,1,0,0,0.1537,348.47,11.2385,12.55,667,1407,5466,42.4,2,0,0,0
1,0,0,0,0,1,0,0,0.1316,324.2,11.6351,0,737,8429.96,17533,95.8,0,0,0,0
1,0,0,0,0,1,0,0,0.0768,99.81,10.9596,9.24,747,3120,3176,22.7,1,0,0,0
1,0,0,0,0,0,1,0,0.1158,792.33,11.3918,22.69,752,4889.96,27806,32.3,1,0,0,0
1,0,0,0,0,1,0,0,0.08,282.03,11.3121,8.98,777,10020,38216,50.4,0,0,0,0
1,0,0,0,0,1,0,0,0.1287,807.2,12.1034,15.35,722,2940,89832,43.6,1,0,0,0
1,0,0,0,0,1,0,0,0.0932,185.3,10.6454,9.97,712,5639.96,2953,88,0,0,0,0
1,0,0,0,1,0,0,0,0.1126,690.13,12.5062,7.26,757,7739.96,129705,62,2,0,0,0
1,0,0,1,0,0,0,0,0.1189,472.59,11.3845,12.2,752,4889.96,39,0.3,3,0,0,0
1,0,0,0,1,0,0,0,0.0768,109.17,11.0509,18.46,752,7799.96,2733,7.6,0,0,0,0
1,0,0,0,0,0,0,1,0.1253,359.77,10.1265,14.74,697,1979.96,15175,53.2,3,0,0,0
1,0,0,0,0,1,0,0,0.1379,136.31,9.90349,24.72,682,2579.96,7231,95.1,0,0,0,0
1,0,1,0,0,0,0,0,0.0768,46.79,10.0434,4.33,747,4620,2413,10.3,2,0,0,0
1,0,0,0,0,0,0,1,0.1221,99.95,10.309,9.88,702,5040,5431,86.2,2,0,0,1
1,0,0,0,0,0,0,1,0.1426,140.66,10.309,15.84,667,4709.96,3825,83.2,3,0,0,0
1,0,0,0,0,0,0,1,0.0963,385.14,11.5229,15.15,752,4350,19326,25,2,0,0,0
1,0,0,0,0,0,0,1,0.1411,684.58,12.1548,21.4,682,5430,12531,30.1,2,0,0,0
1,0,0,0,0,0,1,0,0.0963,224.66,11.5433,16.33,732,6218,28365,44.7,1,0,0,0
1,0,0,0,1,0,0,0,0.1253,133.87,10.859,1.34,742,1770,2386,11.3,4,0,0,1
1,0,0,1,0,0,0,0,0.1221,359.81,10.309,0.4,762,1800,256,0.4,2,0,0,0
1,0,0,0,0,0,0,1,0.1218,319.68,10.7144,3.84,752,1982.04,0,0,5,0,0,0
1,0,0,0,0,1,0,0,0.1221,283.18,10.1266,18.48,702,3313,2284,4.7,2,2,0,1
1,0,0,0,1,0,0,0,0.1253,93.71,10.779,10.63,752,2070,185,1.3,1,0,0,0
1,0,0,0,0,0,1,0,0.0768,109.17,11.4927,10.1,752,4414,78031,44.1,0,0,0,0
1,0,0,1,0,0,0,0,0.1126,492.95,11.4295,9.57,732,6090,13119,11.8,0,0,0,0
1,0,0,0,0,1,0,0,0.1158,825.34,11.1844,5.88,752,3480,8898,29.1,1,0,0,1
1,0,0,0,0,0,0,1,0.1126,279.34,10.1266,18.82,712,2850,10579,47.2,1,0,0,0
1,0,0,0,0,1,0,0,0.0963,96.29,10.859,6.83,722,5040,2936,43.2,1,1,0,0
1,0,0,0,0,0,0,1,0.1284,268.95,11.0898,17.11,702,5173.96,7095,54.6,2,0,0,0
1,0,0,1,0,0,0,0,0.16,281.26,11.1563,17.21,752,4380,26596,35.6,7,0,0,0
1,0,0,0,0,1,0,0,0.0932,95.85,10.3736,2.92,732,6126,1836,27,1,0,0,0
1,0,0,0,0,0,0,1,0.1158,792.33,10.758,14.53,747,5370,17524,32.4,2,0,0,0
1,0,0,0,0,0,1,0,0.0963,192.57,11.2252,18.67,732,5700,7849,40.5,1,0,0,0
1,0,0,1,0,0,0,0,0.1126,65.73,10.5187,0.91,742,1559.96,1219,10.3,2,0,0,0
1,1,0,0,0,0,0,0,0.1158,290.52,11.5357,10.71,707,4680,52141,73.3,1,0,0,0
1,0,0,0,0,0,0,1,0.1158,297.13,10.6851,14.03,707,6090,7693,72.6,3,0,0,1
1,0,0,0,0,0,1,0,0.0963,96.29,11.2252,6.18,722,3600,25055,78.1,1,0,0,0
1,0,0,0,0,0,0,1,0.0932,223.63,11.0021,8.34,747,3960,3337,20.2,1,0,0,0
1,0,0,0,0,0,0,1,0.1347,237.46,10.859,9.65,692,3678,17349,63.3,0,0,0,0
1,0,0,0,1,0,0,0,0.0963,80.24,10.4913,22.1,717,3990,2307,46.1,0,0,0,0
1,0,0,0,0,0,0,1,0.1537,871.16,11.169,17.69,697,5639.96,25700,92.2,0,0,0,0
1,0,0,0,0,0,0,1,0.1316,337.71,11.813,9.98,682,5760,24810,71.3,3,1,0,0
1,0,0,0,0,0,0,1,0.1095,425.28,10.841,5.69,757,6810,13625,41.2,0,0,0,0
1,0,0,0,0,1,0,0,0.1126,32.87,10.9682,15.41,707,5279.96,16302,71.8,3,0,0,0
1,0,0,0,1,0,0,0,0.1095,163.57,11.3504,6.54,712,1979.96,1496,17.2,2,0,0,0
1,0,0,0,0,0,0,1,0.0932,364.2,11.5899,5.48,787,4499.96,22602,36.3,1,0,0,0
1,0,0,0,0,1,0,0,0.1158,99.05,10.8198,3.89,732,1650,9,0.2,1,0,0,0
1,0,0,0,0,0,0,1,0.1253,184.07,10.3416,15.21,687,1800,3795,32.7,0,0,0,0
1,0,0,1,0,0,0,0,0.1221,283.18,10.9151,23.26,697,3029.96,6130,37.6,0,0,0,0
1,0,0,0,0,0,1,0,0.1474,797.8,12.0137,20.67,697,6719.96,80602,91.7,0,0,0,1
1,0,0,0,1,0,0,0,0.1379,681.51,11.6527,16.57,687,3329.96,71046,51.7,0,0,0,0
1,0,0,0,0,0,0,1,0.1221,166.58,10.0858,14.05,692,8769,5122,73.2,0,0,1,1
1,0,0,0,0,1,0,0,0.1095,49.08,11.4824,7.56,707,5130,9906,46.1,0,0,0,0
1,0,0,0,0,0,1,0,0.1126,492.95,11.8494,13.52,747,4919.96,29790,15.6,0,0,0,0
1,0,0,0,0,1,0,0,0.1221,299.84,10.4631,23.17,697,4620,3723,39.4,0,0,1,1
1,0,0,0,0,0,0,1,0.1221,333.15,10.9331,12.64,702,7500,5745,35.9,2,0,1,0
1,0,0,0,0,0,1,0,0.1253,334.67,10.9716,22.95,697,2609.96,16047,78.7,0,0,0,0
1,0,0,1,0,0,0,0,0.1347,305.31,10.4392,9.83,702,7290,4475,87.7,3,0,1,0
1,0,0,0,1,0,0,0,0.08,313.37,10.8199,1.03,807,3390.96,2161,13.2,0,0,0,0
1,0,1,0,0,0,0,0,0.1316,121.58,10.1266,9.79,697,1680,1898,34.5,3,0,0,0
1,0,0,0,0,0,0,1,0.1158,429.18,10.9682,9.43,722,4320,12174,59.6,1,0,0,0
1,0,0,0,0,1,0,0,0.0963,385.14,11.1955,9.26,752,2969.96,4087,23.4,0,0,0,1
1,0,0,0,0,1,0,0,0.08,188.02,10.9151,13.11,787,4321,66430,3.2,0,0,0,0
1,0,0,0,1,0,0,0,0.1253,259.37,10.7144,11.01,767,2580,1786,4.3,7,0,0,0
1,0,0,0,0,1,0,0,0.1221,233.21,9.61581,2.4,717,1320,3956,38.8,0,0,0,0
1,0,0,0,0,0,0,1,0.1126,607.98,11.2145,8.73,742,3570,19892,17.3,0,0,0,0
1,0,1,0,0,0,0,0,0.08,219.36,10.691,16.27,757,5249.96,14335,35.3,0,0,0,1
1,0,0,0,0,0,0,1,0.1095,327.14,10.4009,24.88,727,3726.96,10462,33.9,1,0,0,0
1,0,0,0,0,0,0,1,0.1474,697.65,10.3213,10.19,692,2940,20167,89.6,0,0,0,0
1,0,0,0,0,1,0,0,0.0963,160.48,11.1562,16.17,732,7680,9604,38.1,0,1,0,0
1,0,0,0,0,1,0,0,0.1189,165.82,10.779,10.25,702,2940,723,30.1,3,0,1,0
1,0,0,0,0,0,0,1,0.1253,435.07,11.3386,17,702,4950,14750,66.1,1,0,0,0
1,0,0,0,0,0,0,1,0.0963,38.52,10.9508,16.67,717,2190,1203,14.9,3,0,0,1
1,0,1,0,0,0,0,0,0.1284,235.33,10.5965,8.52,707,3150,311,6.8,1,0,0,0
1,0,0,0,0,0,1,0,0.1189,414.55,11.1844,0.25,767,7409.96,193,0.5,2,0,0,0
1,0,0,0,0,1,0,0,0.1253,167.34,11.0429,8.95,687,2790,3730,66.6,1,0,0,0
1,0,0,0,0,1,0,0,0.0768,265.13,10.2577,2.23,712,1499.96,2204,19.2,0,0,0,0
1,0,0,0,0,0,0,1,0.1221,106.61,10.2256,14,687,3981,3243,24,2,0,0,0
1,0,0,1,0,0,0,0,0.0963,481.42,11.8494,10.13,782,15090,3991,9.5,1,0,0,1
1,0,0,1,0,0,0,0,0.1158,396.17,10.5966,11.07,717,7230,17495,60.3,0,1,0,0
1,0,0,0,0,0,0,1,0.1221,266.52,10.9778,4.94,692,4079.96,8232,42.4,3,0,0,0
1,0,0,0,0,1,0,0,0.1126,460.09,10.8665,18.16,727,2910,17558,52.7,0,0,0,0
1,0,0,0,0,1,0,0,0.0932,332.25,11.3504,5.41,757,5549.96,21244,24.7,0,2,0,0
1,0,0,0,0,0,0,1,0.0963,104.31,8.9872,13.8,722,4380,5136,34.9,2,0,0,1
1,0,0,0,0,0,1,0,0.1126,410.8,10.859,12.21,732,3180,12568,57.7,2,0,0,0
1,0,0,0,0,1,0,0,0.1253,334.67,10.8182,3.37,717,2626,8158,31.5,0,0,0,0
1,0,0,0,0,0,0,1,0.1253,281.12,10.779,17.95,687,4590,12964,72.4,1,0,0,0
1,0,0,0,0,0,0,1,0.1537,296.2,10.2928,20.65,682,4351,11987,98.3,1,0,1,0
1,0,0,0,0,0,0,1,0.1126,295.77,10.0816,13.76,722,5400,6255,34.4,0,0,0,0
1,0,0,0,0,1,0,0,0.1095,261.71,10.0497,14.46,727,3510,7251,25.6,1,0,0,1
1,0,0,0,0,1,0,0,0.1221,106.61,9.61581,16.88,692,2070,6115,43.1,3,0,0,1
1,0,0,0,0,0,0,1,0.1284,605.13,11.205,7.69,717,3217,4724,78.7,0,0,0,0
1,0,0,0,1,0,0,0,0.1316,229.64,11.6911,3.07,692,9929.96,4820,67.9,1,0,1,0
1,1,0,0,0,0,0,0,0.1189,99.5,11.0021,12.06,692,3749.96,7482,59.9,1,1,0,0
1,0,0,1,0,0,0,0,0.1221,666.3,11.1563,18.46,737,9840,5801,11.8,0,0,0,0
1,0,0,0,0,0,0,1,0.1284,336.18,11.035,19.49,692,5219.96,10890,57,2,0,0,0
1,0,0,0,0,0,0,1,0.1126,591.54,11.6952,5.99,767,6689.96,15371,41.7,4,0,0,1
1,0,0,1,0,0,0,0,0.1411,855.73,12.0725,17.75,707,4260,76237,44.5,2,0,0,1
1,0,0,0,1,0,0,0,0.1284,53.79,10.561,2.46,682,3180,2076,83,1,0,0,0
1,1,0,0,0,0,0,0,0.1253,209.17,11.6952,6.73,687,7869.96,8186,65,2,3,0,0
1,0,0,0,0,0,1,0,0.08,156.69,11.6869,15.76,767,11100,54960,24.4,3,0,0,0
1,0,0,0,0,1,0,0,0.1126,402.58,10.2398,14.7,682,1619.96,7120,31.9,0,0,0,0
1,0,0,0,0,1,0,0,0.1537,501.79,10.7077,12.59,722,6840,19887,99.4,0,0,0,0
1,0,0,0,0,0,0,1,0.1392,408.79,11.0021,23.14,702,7889.96,15481,96.1,1,0,0,0
1,0,0,0,0,0,1,0,0.1347,288.35,11.7361,14.86,692,8010,27648,95.5,0,0,0,0
1,0,0,0,0,0,0,1,0.1221,373.13,10.4193,5.55,702,2130,14499,33.4,1,0,0,0
1,0,0,0,1,0,0,0,0.1095,490.71,11.0821,5.7,762,3809.96,2471,15.1,0,0,0,0
1,0,0,0,0,1,0,0,0.1126,262.91,10.1265,0.34,747,6689.96,350,1.7,1,0,0,1
1,0,1,0,0,0,0,0,0.1221,149.92,9.79813,9.27,727,7560,2143,85.7,1,0,0,0
1,0,0,0,1,0,0,0,0.1158,825.34,11.5617,13.36,752,4980,16101,36.9,2,0,0,0
1,0,0,0,0,0,0,1,0.1284,484.1,11.0186,10.21,697,5310,4057,28.4,0,0,0,0
1,0,0,0,1,0,0,0,0.1347,325.66,11.7001,13.99,677,5817,19358,31.4,2,0,0,0
1,0,0,0,1,0,0,0,0.0768,112.29,11.0021,0.5,757,3029.96,2599,9.9,2,0,0,0
1,0,0,0,0,0,1,0,0.1221,199.89,10.8113,23.11,692,3540,22811,59.9,1,0,0,1
1,0,0,0,0,0,0,1,0.1379,613.36,10.8198,12.91,687,5430,6072,83.2,3,0,1,0
1,1,0,0,0,0,0,0,0.0751,217.77,10.5453,17.43,747,1681.04,2701,9.1,0,0,0,0
1,0,0,0,0,1,0,0,0.1158,528.22,11.4468,8.64,727,8789.96,67595,68.8,0,0,0,0
1,0,0,0,0,1,0,0,0.0963,256.76,11.1563,7.56,737,3359.96,9226,58,1,0,0,0
1,0,0,0,0,1,0,0,0.1316,50.66,10.6454,17.26,672,3457.96,2694,72.8,1,0,1,1
1,0,0,0,0,0,0,1,0.1284,268.95,10.4913,8.8,692,1979.96,3756,85.4,0,0,0,0
1,0,0,0,0,0,1,0,0.0963,96.29,10.859,12,742,4020,5689,30,5,0,0,0
1,0,0,0,0,0,0,1,0.1253,174.03,10.1266,12.34,697,4529.96,7548,53.9,1,0,0,0
1,0,0,0,0,1,0,0,0.1221,99.95,10.915,11.89,697,2651.96,3503,30.5,0,0,0,0
1,0,0,0,0,0,0,1,0.1158,396.17,10.8297,17.8,717,3329.96,6908,51.9,1,0,0,0
1,0,0,0,1,0,0,0,0.1474,690.74,11.705,15.58,687,10620,33287,44.6,1,1,0,0
1,0,0,0,0,1,0,0,0.1189,636.75,11.4616,7.58,732,3720.96,14006,20.3,0,0,0,0
1,0,1,0,0,0,0,0,0.1126,131.46,10.9151,2.62,742,1537.96,4109,23.2,0,0,0,0
1,0,0,0,0,1,0,0,0.1189,397.97,11.0729,0.41,742,3119.96,411,1.9,1,0,0,0
1,0,0,0,0,1,0,0,0.0963,96.29,10.7144,5.36,742,2279.96,10222,75.3,2,0,0,0
1,0,0,0,0,1,0,0,0.1221,183.24,10.4341,18,697,1710,5931,31.2,0,0,0,0
1,1,0,0,0,0,0,0,0.1095,91.6,10.0858,4.15,737,2669.96,1085,4.1,2,0,0,0
1,0,0,1,0,0,0,0,0.1189,505.76,11.4076,9.44,737,3029.96,5137,24.2,0,0,0,1
1,0,0,0,0,0,0,1,0.1126,476.52,11.2898,10.18,732,4799.96,25807,48.1,0,0,0,0
1,0,0,0,0,1,0,0,0.16,84.38,8.47637,5,702,1320,299,99.7,0,0,0,0
1,0,0,0,0,0,1,0,0.1221,692.95,11.1563,16.94,752,6467,14337,46.7,0,0,0,0
1,0,0,0,0,1,0,0,0.0932,89.46,10.1266,23.28,742,2279.96,2426,21.3,1,0,0,0
1,0,0,0,1,0,0,0,0.1461,34.48,10.6593,17.75,677,11218,12161,95.8,1,0,0,0
1,0,0,0,0,0,0,1,0.1253,184.07,10.9135,17.55,682,7590,19279,59.5,1,0,0,0
1,0,0,0,0,0,0,1,0.1189,306.77,11.0821,16.28,747,5204.96,10111,23.7,6,1,0,0
1,0,0,1,0,0,0,0,0.1442,171.92,10.4631,3.26,677,1229.96,4685,27.6,0,0,0,0
1,0,0,0,0,1,0,0,0.1505,69.39,9.67502,20.51,687,2040,4898,98,0,0,0,0
1,0,0,0,0,1,0,0,0.0963,96.29,10.9508,8.21,727,6029.96,2239,4.3,1,0,0,0
1,0,0,0,0,0,1,0,0.0768,155.96,11.6952,7.03,782,5707,2660,23.7,0,0,0,0
1,0,0,1,0,0,0,0,0.1411,367.97,10.3073,14.98,672,3389.96,26333,77.2,0,0,0,0
1,0,0,0,0,0,1,0,0.1347,101.77,10.779,7.08,682,1320,2660,66.5,0,0,0,0
1,0,0,0,0,1,0,0,0.1284,255.5,10.7144,0,757,1410,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0.1189,378.07,11.0821,16.52,712,3150,2324,16.4,3,1,0,0
1,0,0,0,1,0,0,0,0.1158,82.54,10.9508,19.87,697,4590,17125,39.1,3,0,0,0
1,0,0,0,0,0,1,0,0.1379,654.25,11.748,11.43,687,5310,11043,55.8,0,2,0,0
1,0,0,0,0,1,0,0,0.08,125.35,11.4616,5.99,777,11970,31270,48.1,0,0,0,0
1,0,0,0,0,1,0,0,0.1379,170.38,10.9151,19.11,672,2309.96,21391,87.6,1,0,0,0
1,0,0,0,0,0,0,1,0.1158,495.21,11.2252,21.06,722,4919.96,44880,61,3,0,0,0
1,0,0,0,0,0,0,1,0.1189,716.35,10.9853,6.69,747,2580,2357,3.4,2,0,0,0
1,1,0,0,0,0,0,0,0.0932,319.47,10.5966,5.37,767,4290,9580,31.5,0,0,0,0
1,0,1,0,0,0,0,0,0.1158,118.85,10.4043,23.6,712,1651.96,10018,48.2,2,0,0,0
1,0,0,0,0,0,0,1,0.0963,385.14,11.7199,8.52,752,4079.96,14732,26,1,0,0,0
1,0,0,0,0,1,0,0,0.1158,396.17,11.4617,3.57,717,2160,14927,39.4,0,0,0,0
1,0,0,0,0,0,1,0,0.1158,184.88,10.5454,17.78,712,2460,4440,87.1,1,0,0,0
1,0,0,0,0,0,0,1,0.1379,306.68,10.7472,6.76,672,10471,7589,51.6,0,0,0,0
1,0,0,0,0,0,0,1,0.1126,407.51,10.6964,7.96,722,3749.96,12656,71.9,0,0,0,0
1,0,0,1,0,0,0,0,0.1316,506.56,10.8198,15.36,707,4559.96,11078,50.6,0,0,0,0
1,0,0,0,0,0,0,1,0.0768,212.1,10.5483,22.98,772,3686,3041,7.7,3,0,0,0
1,0,0,0,1,0,0,0,0.08,313.37,11.122,6.72,782,6299.96,3022,16.4,1,0,0,0
1,0,1,0,0,0,0,0,0.0768,112.29,10.7144,2,762,2940,3309,14.3,2,0,0,0
1,0,0,0,0,1,0,0,0.1095,98.15,10.309,13.32,707,3059.96,7099,36,0,0,0,0
1,0,0,0,0,1,0,0,0.0932,191.69,10.859,12.48,742,3420.96,9608,26.8,0,0,0,0
